component 0,component 1,class
1.0745016896638897,-0.5598843635639443,0.0
1.2746388979338314,-1.5653970653418212,0.0
-2.8709068408078315,-0.10106040304828046,0.0
4.461502389968109,-2.7325782978315023,0.0
-1.5960148608876639,-0.3756964754239584,0.0
0.7838938094674375,-4.1651425314121235,0.0
2.036088162275972,4.599253917951709,0.0
-1.1760814982199188,-0.42378406284542797,0.0
-0.863474478115557,-0.2154796139357352,0.0
2.8785493699784657,0.4558662592230312,0.0
-2.274048231626131,-2.2193430342811538,0.0
-2.4715897861799645,2.844860175095643,0.0
5.382386044559961,-1.511612424501109,0.0
-3.0253904693234874,2.2772917938880344,0.0
0.5770893532322792,-4.26398124586087,0.0
1.9250286380774226,1.3995774280172415,0.0
-0.1978742692407934,1.557883640396936,0.0
-2.8274164675968483,-2.0986236643086937,0.0
2.4755928389301785,0.7796629130505781,0.0
-3.254571867085494,-0.935049797506261,0.0
-0.47399282173580704,4.175674860438478,0.0
4.116591800423818,-1.8496076139319115,0.0
-0.22598391029703163,-0.2238456220658722,0.0
0.3617824710143196,-5.049635874322953,0.0
4.792753700301456,2.625575140389242,0.0
-0.011870218827924025,0.4941035887916542,0.0
-2.4378887763144848,-1.6044107278983135,0.0
-1.7322935484413324,-1.3998456186100627,0.0
-1.1265815683862084,2.3882504930528397,0.0
-2.6135374247222525,2.784015333850689,0.0
1.2778116142370688,-3.964935493211932,0.0
-1.612953975714067,1.7004584709460673,0.0
-3.6897616776645457,-1.8716102845859097,0.0
0.35416374102159537,1.3701398224819894,0.0
-3.0838595035702276,0.9627801145435483,0.0
-1.1999897720308312,0.6413379924181529,0.0
4.590915943460512,-1.8803147860052989,0.0
2.6317148032088387,-0.03918544776801899,0.0
3.2603062098133537,1.89773803551963,0.0
1.7565165152946691,4.250807056867025,0.0
-2.242486447626729,0.8871667379764325,0.0
-0.7876387595228774,0.4066449484178912,0.0
2.3693057285127277,0.1995662979679183,0.0
0.8022120545641729,-0.235413322606312,0.0
2.391994981616255,0.0036243654344500597,0.0
4.326971281270395,3.4349711132131446,0.0
0.7940504885448877,0.8239013402252592,0.0
3.65083614532789,0.1935884681029857,0.0
3.118557787949338,0.426613728794585,0.0
1.6513166821416567,-1.0951143830237327,0.0
0.9126280412781366,-5.0583631361175625,0.0
-2.4468967593860445,1.7475738353862325,0.0
-2.342375962345791,1.3532662861515123,0.0
1.9472850884770865,1.6799430757121623,0.0
-2.207963378667175,1.8942200908013842,0.0
-3.117951430413816,2.84159084434283,0.0
4.938841851630318,-3.4273791874195565,0.0
0.7568573772519206,-5.100618882254072,0.0
0.2504899447009613,-5.728744453086399,0.0
-1.0305888505628809,-4.850416647063932,0.0
3.0397201513094894,-1.7247000401082373,0.0
-1.348981349343196,2.457673765454322,0.0
2.6210451740125187,-0.718591915842903,0.0
-1.2636401918493543,2.5135663058855364,0.0
-3.372615324109315,-0.17634619686119601,0.0
-1.3015313239165343,-0.5327508843495358,0.0
1.8018478048218496,-0.3398625343895976,0.0
-1.984519940376842,0.4029647329643126,0.0
3.9010671722955097,1.100479355822666,0.0
2.207102025298809,1.2137487746944113,0.0
2.1401875239981756,3.0507939680523872,0.0
0.19443308909935542,-5.236487866864482,0.0
-1.7339753934479152,3.346831051226406,0.0
-4.6431392042279915,-2.8776637009348573,0.0
2.7165999512617827,0.3130434324758257,0.0
3.988463689208536,1.9365501181399885,0.0
2.1496959795066846,-1.3430107743831337,0.0
0.8261507838445767,-4.360751262411352,0.0
-1.731873203612985,2.7087945465197905,0.0
2.8656597032367532,1.0311004963610255,0.0
-3.3441222211644606,4.075730068379716,0.0
-1.7362316070704913,1.1389687273332627,0.0
2.0822718660985062,-0.909803628363507,0.0
0.8226390159962216,2.4667689947055673,0.0
1.0096217622443453,-3.0835732562597014,0.0
-0.5181728450428452,0.49281853304977097,0.0
4.216032039113842,-2.321245083503592,0.0
-2.6565362436978335,3.698266667191369,0.0
1.4222419466014398,-1.9696106547047862,0.0
4.381990456313687,-2.3577740995893457,0.0
-1.0134338955554953,0.46852269483685055,0.0
-2.6262913469822067,4.158602962365904,0.0
1.731340027153755,-3.4095182076481403,0.0
-1.5567322832398318,-0.3322258059855194,0.0
0.8066795358952699,-3.8517466889161907,0.0
2.671412290019382,0.8774705911771621,0.0
2.4914240395366223,1.7691634253499733,0.0
-1.128893502081165,0.6695152456601696,0.0
2.6926702220425174,-1.1439463714157752,0.0
3.1190961618250244,-1.5019803700471455,0.0
1.416035223664381,2.4747829514198942,0.0
-1.6761384545955473,-1.6671223947548122,0.0
0.13087578487778162,-0.07243816841896372,0.0
1.1220147703171255,0.1338579990888521,0.0
-0.7381827433311128,0.07094549208713287,0.0
-2.4336349288489174,2.2891363855109454,0.0
1.4785310334437303,3.572196900026557,0.0
-0.716102037402457,-1.0780556604470377,0.0
-0.633691224492479,0.5666528695829773,0.0
3.0742187552576303,-0.44231607750726193,0.0
0.09471520475165018,0.5369031919160883,0.0
-1.4923524253327949,-0.4300033699772713,0.0
4.261003006594293,-2.000945734504801,0.0
-1.884027832576578,1.6344230417308705,0.0
0.006783987747955778,0.7215166518920372,0.0
-0.2856277165120243,0.4881316629320686,0.0
-0.4646790121949441,-0.1104375965467731,0.0
4.233731383220574,2.1623286411115243,0.0
-5.172547660583093,-0.9101860041591409,0.0
-1.848456048839814,4.7230975906542945,0.0
4.393247589655757,-0.6789881027707042,0.0
-3.5261623273871128,2.3894873093251703,0.0
-0.5305246245600279,-4.935707608950262,0.0
1.2396682145856839,2.176824119890923,0.0
-0.6783802836506764,-0.4176202028638292,0.0
-1.5771120268723697,-0.15914565000510372,0.0
4.193887706729023,1.3967800400213128,0.0
-3.336516834343046,0.15413850609343765,0.0
-4.075464797084711,3.1798333376319814,0.0
3.506662186655377,-2.0561707297534118,0.0
-3.263900292571855,2.1040050538366275,0.0
0.8640201365099206,-4.357280858839425,0.0
0.9991854729304153,1.3556374054862343,0.0
-0.5437036901859845,-1.1667091842587198,0.0
-1.309319360238011,0.7346712876709864,0.0
3.468467228946704,1.7266910627444163,0.0
-2.255061368408413,1.3675035328840661,0.0
-1.0449675823737015,3.9755692474533255,0.0
4.4728039608254715,-1.2383110107359452,0.0
-1.725723672412015,0.8492186314837643,0.0
-0.2087112050929521,-4.93673988940445,0.0
1.0911480619565492,0.9240992633718469,0.0
1.0062721475264713,-0.45845675472878133,0.0
-1.1972269592207494,0.230693769087309,0.0
-0.45287778525477596,-0.14988256843110664,0.0
-2.58600718165113,1.53994345153621,0.0
-3.3092284982879345,2.799699622197227,0.0
-0.04127325582843026,-4.840156635139454,0.0
-2.261186621845974,1.6186524922505425,0.0
-0.43708011172322075,0.30269488975944553,0.0
0.3304104565695307,-0.39977763629533297,0.0
-1.9803259691676012,-0.26487906946031536,0.0
-0.2300378377889094,-0.7968110372514825,0.0
2.9978721978850036,-3.0097502539221814,0.0
4.14981178778421,1.8304899590866812,0.0
3.1189207689479397,5.219813676065361,0.0
2.033333068820433,3.8257357535671703,0.0
-2.249077639576601,3.1164708010089197,0.0
-3.6431071623597777,2.185060005732561,0.0
4.1415643196315575,1.3645112346335428,0.0
-3.810244793926596,-0.3928869750115488,0.0
-3.7044439103147195,0.007705917944154357,0.0
0.8520163835364273,2.2658277387065127,0.0
-1.4708544146126186,-0.7444094718904789,0.0
-3.4037834530854663,-1.982616228096149,0.0
3.529767291926068,1.2034989162169418,0.0
-3.3865604625899013,-1.5515731538217243,0.0
-0.7364068604129644,-4.559421114783796,0.0
